"","salario","horas","iq","kww","educacion","experiencia","trabajo","edad","casado","afro","sur","zona","hermanos","num.naci","educ.madre","educ.padre","lsalario"
"310",817,40,116,27,16,10,7,31,1,0,1,0,1,2,16,16,6.7056389
"311",812,40,98,42,12,10,2,29,0,0,0,1,3,2,12,12,6.699501
"312",577,60,104,43,14,6,2,30,1,0,1,1,2,3,14,12,6.357842
"313",756,40,78,29,14,9,2,31,1,0,0,1,2,2,12,12,6.6280408
"314",1011,40,104,43,12,20,7,37,1,0,1,1,0,1,0,0,6.918695
"315",1155,45,85,39,12,14,1,34,1,0,0,1,2,1,12,12,7.051856
"316",1025,40,104,25,12,12,7,29,1,0,0,1,3,4,12,10,6.9324479
"317",1350,40,107,37,12,17,12,35,1,0,0,0,2,3,0,0,7.20786
"318",1001,40,109,48,12,20,22,37,1,0,0,1,1,1,8,10,6.9087548
"319",796,48,119,31,13,16,15,37,1,1,0,1,7,1,11,0,6.6795988
"320",1230,50,96,33,13,11,12,30,1,0,0,1,3,2,10,11,7.114769
"321",754,40,93,31,12,13,1,30,1,0,0,1,5,0,0,0,6.625392
"322",714,40,90,32,12,17,1,37,1,0,0,0,5,3,12,12,6.5708828
"323",1000,45,103,29,15,8,3,32,1,0,0,1,3,4,12,0,6.9077549
"324",2067,40,106,41,16,12,13,33,1,0,1,1,2,1,14,12,7.633853
"325",912,40,96,32,16,11,5,30,1,0,0,1,2,2,14,12,6.81564
"326",600,40,114,39,12,8,5,30,1,0,1,1,6,3,8,8,6.3969302
"327",951,40,86,33,11,13,1,31,1,0,0,1,3,4,9,0,6.8575139
"328",711,45,110,38,16,8,5,32,1,0,1,1,3,2,13,12,6.5666718
"329",1151,48,87,41,12,18,9,38,1,0,0,1,2,1,12,12,7.0483871
"330",1000,40,89,31,12,9,5,28,1,0,0,1,2,3,13,12,6.9077549
"331",841,44,106,40,12,15,10,31,1,0,0,1,5,6,8,0,6.734591
"332",400,70,100,43,12,12,3,32,1,0,0,1,3,2,5,8,5.9914651
"333",1175,45,111,38,12,17,14,34,1,0,0,1,0,1,16,4,7.0690241
"334",1202,40,100,40,12,18,2,37,1,0,0,1,0,1,12,12,7.091742
"335",1442,40,114,38,12,16,17,33,1,0,0,1,2,3,12,10,7.273787
"336",538,55,98,45,18,5,1,34,1,0,0,1,2,2,13,0,6.287858
"337",781,40,89,24,11,13,10,30,1,0,0,1,3,1,9,8,6.6605749
"338",750,60,74,23,10,13,9,30,1,0,0,1,4,2,11,9,6.6200728
"339",841,48,110,37,18,13,1,37,0,1,0,1,1,1,12,12,6.734591
"340",700,50,130,29,13,14,1,38,1,0,0,1,1,2,11,14,6.5510802
"341",1346,50,108,51,16,9,4,36,1,0,0,1,1,2,12,10,7.2048931
"342",800,45,98,31,12,16,12,33,1,0,0,0,3,4,10,8,6.6846118
"343",1250,40,125,27,16,9,10,30,1,0,0,1,3,1,16,0,7.130899
"344",1105,40,104,29,16,5,8,29,1,0,0,1,3,1,12,12,7.0076008
"345",475,52,98,33,14,12,1,30,0,0,0,1,6,1,8,10,6.1633148
"346",762,58,104,37,15,6,4,33,1,0,0,0,2,1,11,12,6.6359472
"347",962,40,120,33,12,18,19,36,1,0,0,1,3,0,8,8,6.8690138
"348",721,40,134,38,13,9,9,30,0,0,1,1,3,3,8,8,6.5806389
"349",800,50,92,28,9,18,13,34,1,0,0,1,0,1,8,8,6.6846118
"350",658,40,129,34,16,11,9,30,1,0,0,1,2,1,13,16,6.4892049
"351",1270,40,118,42,14,4,16,36,1,0,0,1,2,1,12,12,7.1467719
"352",1313,40,107,37,12,11,7,28,1,0,0,0,1,0,12,0,7.1800699
"353",824,42,92,37,12,19,15,38,1,0,0,1,1,1,12,11,6.71417
"354",1442,40,118,33,16,6,7,29,1,0,0,1,2,1,16,12,7.273787
"355",1400,42,108,38,17,7,3,31,1,0,0,1,2,1,12,14,7.2442269
"356",1038,50,119,42,12,20,5,36,1,0,0,0,3,3,12,8,6.9450512
"357",668,43,109,29,12,11,12,29,1,0,0,0,2,3,8,7,6.5042882
"358",1100,40,91,41,12,18,10,36,1,0,0,0,2,3,8,8,7.0030661
"359",1000,45,118,38,14,9,7,30,1,0,0,1,3,1,12,10,6.9077549
"360",523,43,119,37,13,9,2,30,1,0,0,0,4,1,14,0,6.259582
"361",1111,40,103,33,14,13,13,31,1,0,0,0,6,3,14,12,7.0130162
"362",962,40,120,25,16,6,4,28,1,0,0,0,4,3,12,8,6.8690138
"363",729,47,122,40,18,6,13,34,1,0,0,1,3,3,8,6,6.5916739
"364",690,40,119,35,12,9,5,28,1,0,0,1,1,2,8,0,6.5366921
"365",1010,50,104,37,11,15,7,38,1,0,0,0,6,1,9,6,6.917706
"366",600,40,96,22,11,7,2,29,1,0,1,1,4,3,8,8,6.3969302
"367",596,40,83,36,12,16,17,34,1,0,0,0,3,3,8,8,6.3902411
"368",850,44,115,37,12,11,1,29,1,0,0,1,3,2,0,0,6.7452359
"369",670,40,88,27,12,9,2,29,1,0,0,1,7,3,10,8,6.507277
"370",793,40,96,43,12,17,18,36,1,0,0,0,4,5,8,8,6.6758232
"371",1442,40,123,42,17,14,7,38,1,0,1,0,2,3,12,6,7.273787
"372",670,50,108,43,12,14,8,34,1,0,1,1,5,1,11,7,6.507277
"373",876,45,116,35,16,10,8,29,1,0,0,1,2,1,12,12,6.7753658
"374",841,40,109,45,18,13,2,36,1,0,0,0,3,4,16,12,6.734591
"375",975,40,97,39,13,8,0,31,1,0,0,1,3,1,12,12,6.8824382
"376",1223,40,107,34,12,7,3,28,1,0,0,0,1,1,12,10,7.1090622
"377",910,30,95,27,12,16,5,35,1,0,1,1,2,3,12,14,6.8134451
"378",533,45,109,31,15,8,2,30,1,0,0,1,2,2,15,12,6.278522
"379",750,40,104,36,12,15,11,33,1,0,0,0,0,1,12,12,6.6200728
"380",1206,40,110,37,12,16,4,38,1,0,0,1,1,1,12,12,7.0950642
"381",745,40,94,40,13,17,1,36,0,0,0,0,2,3,13,8,6.6133838
"382",900,40,103,38,12,15,1,37,1,0,1,0,3,3,8,6,6.8023949
"383",1170,47,123,45,14,9,14,32,1,0,0,1,3,4,8,12,7.0647588
"384",540,50,113,33,12,12,3,31,1,0,0,0,5,4,6,12,6.2915692
"385",550,40,110,35,16,15,1,38,1,0,0,0,2,1,0,0,6.3099179
"386",615,40,100,31,14,9,4,30,1,0,0,0,3,3,12,12,6.4216218
"387",909,40,95,39,13,6,2,31,1,0,0,1,2,1,12,12,6.812345
"388",769,40,100,34,12,18,12,36,1,0,0,0,1,2,8,8,6.6450911
"389",984,40,108,39,13,17,18,37,1,0,0,1,4,1,15,8,6.8916259
"390",833,60,101,47,12,15,12,37,1,0,0,1,5,2,12,0,6.7250342
"391",879,70,90,43,12,17,10,35,0,0,0,1,1,2,12,16,6.7787852
"392",1027,45,115,41,12,16,7,35,1,0,0,1,4,3,8,5,6.9343972
"393",1000,55,114,41,16,10,1,33,1,0,1,0,0,1,0,0,6.9077549
"394",465,43,84,33,13,10,1,29,1,0,0,1,3,3,11,11,6.1420369
"395",1100,40,92,37,13,21,12,38,1,1,0,1,6,6,12,0,7.0030661
"396",641,45,125,44,14,9,0,37,1,0,0,1,1,1,12,11,6.4630289
"397",1035,48,107,42,12,21,14,38,1,0,0,1,1,2,11,8,6.9421568
"398",1212,40,129,33,14,9,3,32,0,0,0,1,6,7,8,9,7.1000271
"399",950,40,98,40,12,11,6,30,1,0,0,1,3,4,12,12,6.856462
"400",938,44,108,41,12,19,20,38,1,0,0,1,0,1,8,0,6.84375
"401",1250,40,114,37,16,8,8,30,1,0,0,1,5,3,2,8,7.130899
"402",586,60,111,37,18,6,10,34,1,0,0,0,3,1,12,11,6.3733201
"403",693,53,101,29,12,7,6,28,1,0,0,0,1,2,12,12,6.5410299
"404",562,40,99,25,12,18,12,34,0,0,0,0,1,1,12,12,6.331502
"405",375,60,75,24,12,12,5,30,0,0,0,0,4,1,12,8,5.9269261
"406",673,40,91,29,12,7,11,38,1,0,0,0,0,1,6,0,6.511745
"407",654,50,113,38,17,1,13,33,1,0,0,0,1,1,12,10,6.483108
"408",692,50,120,34,12,17,7,35,1,0,0,0,3,4,8,0,6.5395861
"409",1111,40,98,32,14,10,1,29,1,0,0,1,3,1,12,15,7.0130162
"410",1368,45,107,31,16,11,1,33,1,0,1,1,2,2,16,16,7.2211051
"411",1282,45,121,39,18,7,13,32,1,0,0,1,2,2,12,12,7.156177
"412",1250,60,115,40,11,19,4,38,1,0,0,1,1,2,0,0,7.130899
"413",1346,40,134,42,15,15,7,35,1,0,0,1,2,1,12,10,7.2048931
"414",1424,50,96,47,17,15,12,37,1,0,0,1,2,3,0,0,7.2612252
"415",854,48,120,38,16,8,5,29,0,0,0,1,2,3,12,16,6.7499309
"416",888,50,105,36,15,9,5,32,0,0,0,1,2,2,12,10,6.7889719
"417",1161,50,121,40,12,5,10,34,1,0,0,1,5,6,10,0,7.0570369
"418",583,58,113,29,16,9,0,30,1,0,0,1,2,2,12,9,6.368187
"419",1260,45,106,37,12,5,3,29,1,0,0,1,2,1,12,13,7.1388669
"420",947,48,104,41,18,8,13,35,1,0,0,0,3,2,9,12,6.8532991
"421",1850,40,80,23,11,14,15,33,1,0,0,1,3,0,10,10,7.5229411
"422",1575,40,117,28,12,13,2,30,1,0,0,1,3,3,10,10,7.36201
"423",758,38,126,42,16,10,8,28,0,0,0,1,2,2,12,12,6.6306829
"424",1442,40,112,42,12,19,15,36,1,0,0,1,3,2,10,8,7.273787
"425",489,55,104,47,13,20,4,38,1,0,1,1,2,2,0,0,6.1923618
"426",1126,40,116,33,12,5,0,31,1,1,0,1,9,5,9,10,7.0264268
"427",1000,40,70,18,12,12,5,32,0,1,0,1,6,0,8,8,6.9077549
"428",500,70,83,20,12,13,11,32,1,0,0,1,5,1,6,6,6.2146082
"429",1200,50,84,13,12,13,9,32,1,0,0,1,5,2,6,6,7.0900769
"430",565,45,82,30,10,15,3,33,1,0,0,0,4,4,0,0,6.3368258
"431",1920,40,109,32,12,13,2,31,1,0,0,0,0,1,12,8,7.560081
"432",684,45,111,25,14,7,7,29,1,0,0,1,4,1,12,12,6.5279579
"433",774,40,94,33,12,20,4,37,1,0,0,0,1,1,12,7,6.6515722
"434",233,60,96,32,16,7,4,30,1,0,0,0,3,0,12,8,5.4510379
"435",975,40,101,33,13,12,10,30,1,0,0,0,3,3,12,13,6.8824382
"436",1366,40,90,35,12,13,1,30,1,0,0,1,3,3,12,12,7.2196422
"437",2137,40,120,48,16,16,3,37,1,0,1,1,3,3,12,12,7.6671581
"438",700,40,120,38,16,10,1,29,1,0,1,1,1,1,12,12,6.5510802
"439",1200,40,108,29,12,16,11,33,1,0,0,1,3,2,8,0,7.0900769
"440",1161,40,99,43,13,16,18,36,1,0,0,1,0,1,12,8,7.0570369
"441",729,60,80,31,11,16,15,34,1,0,0,1,6,1,12,6,6.5916739
"442",750,45,93,45,11,17,2,36,1,0,0,1,1,2,10,5,6.6200728
"443",1026,45,85,46,12,4,16,38,1,0,0,1,1,2,0,0,6.933423
"444",1111,45,118,43,15,11,3,32,1,0,0,1,3,1,11,10,7.0130162
"445",625,50,115,31,12,12,8,31,1,0,0,1,2,3,12,0,6.4377518
"446",1200,42,119,28,16,11,5,30,1,0,0,1,5,1,10,11,7.0900769
"447",1541,40,94,39,12,8,1,32,1,0,0,1,8,3,12,11,7.3401871
"448",1154,40,109,42,16,12,9,34,1,0,0,1,0,1,13,16,7.0509901
"449",310,40,104,37,13,10,0,33,0,0,0,0,2,1,14,8,5.7365718
"450",610,50,89,21,12,14,4,30,1,0,0,0,1,2,7,6,6.4134588
"451",1749,43,101,28,12,16,17,36,1,0,0,0,2,2,12,8,7.4667988
"452",1000,40,96,34,16,9,1,31,0,0,1,1,4,2,12,7,6.9077549
"453",350,40,109,48,12,14,1,36,1,0,0,0,1,1,9,7,5.857933
"454",765,45,94,38,12,17,18,37,1,0,0,0,10,6,4,6,6.6398759
"455",790,40,115,34,12,15,2,34,1,0,0,0,6,5,6,5,6.6720328
"456",818,47,92,41,12,16,17,38,1,0,0,0,12,1,8,4,6.706862
"457",477,60,71,32,9,12,1,30,1,0,0,0,4,2,11,5,6.1675172
"458",938,50,130,39,14,15,1,33,1,0,0,0,3,1,12,11,6.84375
"459",2099,55,119,38,16,10,4,32,1,0,0,1,0,1,12,12,7.6492162
"460",350,40,74,24,12,14,3,32,1,0,0,1,4,2,10,13,5.857933
"461",940,48,104,25,12,13,0,32,1,1,0,1,7,2,12,8,6.84588
"462",1202,40,124,23,15,11,8,28,1,0,0,1,2,2,10,0,7.091742
"463",450,40,94,29,15,9,4,31,1,0,0,0,1,1,12,0,6.1092482
"464",1058,40,120,44,16,16,13,37,1,0,0,0,5,4,12,4,6.9641361
"465",1000,40,96,40,11,15,15,37,1,0,0,1,5,5,8,9,6.9077549
"466",318,40,67,35,12,16,5,36,1,1,1,1,6,0,7,5,5.7620521
"467",556,40,69,26,11,13,9,34,0,1,0,1,3,0,8,8,6.3207679
"468",958,60,98,42,12,11,9,28,1,0,0,1,0,1,12,11,6.8648481
"469",995,40,92,23,9,22,13,38,1,1,0,1,7,3,7,4,6.9027429
"470",1600,50,109,44,14,16,5,33,1,0,0,0,2,0,9,10,7.377759
"471",606,45,100,39,18,6,5,30,0,0,0,0,1,0,12,12,6.4068799
"472",511,45,101,25,12,13,1,30,1,0,0,1,4,2,11,12,6.2363701
"473",1411,45,111,40,16,11,12,32,1,0,1,1,1,1,12,9,7.2520542
"474",1346,40,106,38,16,15,11,37,1,0,0,1,1,1,8,14,7.2048931
"475",1522,46,102,37,12,15,16,37,1,0,0,0,3,2,12,10,7.3277812
"476",1075,40,115,28,14,9,10,30,1,0,0,0,2,1,12,10,6.9800758
"477",1200,50,99,37,12,11,11,28,1,0,0,1,5,4,10,8,7.0900769
"478",1377,37,118,48,16,15,1,36,1,0,0,1,2,2,11,10,7.227663
"479",874,55,132,37,13,8,2,33,1,0,0,0,2,1,13,16,6.7730799
"480",625,40,108,26,13,11,9,30,1,0,0,1,3,0,12,16,6.4377518
"481",1250,32,98,40,12,17,2,33,1,0,0,1,0,1,14,10,7.130899
"482",1082,40,111,44,13,20,12,36,1,0,0,1,4,2,8,11,6.986567
"483",693,40,79,36,11,18,3,38,1,0,0,0,3,2,8,8,6.5410299
"484",727,55,97,29,12,11,11,31,1,0,0,0,3,1,12,11,6.5889258
"485",615,50,99,49,15,16,15,38,1,0,0,0,2,3,12,14,6.4216218
"486",913,40,101,33,16,5,7,31,1,0,0,1,2,3,12,0,6.8167362
"487",884,46,120,45,17,4,10,36,1,0,0,0,2,1,12,18,6.7844572
"488",698,43,97,33,12,10,4,29,1,0,0,1,2,3,8,8,6.5482192
"489",800,55,106,34,12,17,18,36,1,0,0,0,3,3,8,12,6.6846118
"490",812,40,131,44,16,9,3,30,0,0,0,0,1,1,12,12,6.699501
"491",1000,40,93,32,11,16,14,34,1,0,0,1,1,0,12,8,6.9077549
"492",549,49,79,23,12,11,3,32,0,0,0,0,4,2,8,8,6.3080978
"493",1300,35,100,38,12,13,15,31,1,0,0,1,4,2,11,0,7.1701198
"494",923,50,107,30,16,9,8,33,1,0,0,1,6,4,9,8,6.8276291
"495",1539,40,112,42,12,15,15,32,1,0,0,0,3,1,0,10,7.3388882
"496",721,40,105,22,12,11,9,30,1,0,0,0,3,2,12,10,6.5806389
"497",815,40,114,25,12,15,14,31,1,0,0,0,2,1,12,10,6.7031879
"498",600,80,116,36,12,20,2,38,1,0,0,0,10,10,8,0,6.3969302
"499",1100,40,104,41,12,18,7,37,1,0,0,1,2,3,11,13,7.0030661
"500",1058,40,85,48,12,18,19,35,1,0,0,1,2,1,9,12,6.9641361
"501",962,40,93,46,12,15,1,30,1,0,0,1,2,2,9,12,6.8690138
"502",433,50,100,40,12,5,9,37,1,0,0,0,2,2,8,7,6.0707378
"503",940,40,71,20,11,9,2,29,1,0,0,0,2,3,0,0,6.84588
"504",1417,38,88,36,16,9,10,32,0,0,0,1,2,1,12,12,7.2562971
"505",1000,65,93,32,12,11,9,29,1,0,0,1,7,1,12,8,6.9077549
"506",500,40,98,26,13,14,5,32,1,0,0,0,3,4,12,8,6.2146082
"507",800,50,110,35,14,8,5,28,1,0,0,1,3,4,12,10,6.6846118
"508",766,40,109,31,12,17,18,35,1,0,0,0,4,3,0,6,6.6411819
"509",750,43,94,38,14,12,10,33,1,0,0,0,1,1,11,12,6.6200728
"510",550,40,77,36,12,15,2,37,1,0,0,0,6,3,8,8,6.3099179
"511",795,52,89,35,11,16,4,34,1,0,0,1,6,1,0,0,6.6783419
"512",723,40,102,44,12,12,10,30,1,0,0,1,10,6,12,6,6.5834088
"513",1039,40,113,49,14,12,8,34,1,0,0,1,1,2,16,14,6.9460139
"514",200,55,103,38,10,11,15,32,1,0,1,1,3,2,12,5,5.298317
"515",400,40,90,36,10,12,1,32,1,1,0,1,5,3,8,0,5.9914651
"516",575,40,96,31,11,17,1,35,1,0,1,1,2,1,12,7,6.3543701
"517",850,40,97,35,11,16,5,37,1,0,1,1,1,1,12,6,6.7452359
"518",508,50,87,35,12,16,1,32,1,1,1,1,2,1,10,0,6.2304821
"519",1162,45,89,39,12,11,4,37,1,0,1,1,3,3,15,0,7.057898
"520",1199,43,70,28,13,13,5,30,1,1,1,1,3,1,8,0,7.0892429
"521",1270,40,104,34,16,8,4,31,1,0,1,1,3,4,16,17,7.1467719
"522",350,45,116,36,16,5,3,33,1,0,1,1,2,2,11,12,5.857933
"523",963,40,85,32,14,9,9,28,1,1,1,1,5,1,7,0,6.8700528
"524",1463,45,104,47,15,14,11,37,1,0,1,1,3,4,12,12,7.2882438
"525",802,40,99,26,12,13,12,29,1,1,1,1,8,6,9,12,6.687109
"526",642,45,93,18,12,12,7,30,1,1,1,1,1,2,6,6,6.4645882
"527",751,40,114,37,13,9,2,28,1,0,1,1,2,2,12,10,6.6214061
"528",488,40,103,40,17,5,3,31,1,0,1,1,1,0,12,16,6.1903148
"529",1400,40,92,34,12,15,5,36,1,0,1,1,2,1,6,2,7.2442269
"530",940,45,98,41,18,10,7,31,1,0,1,1,2,2,8,12,6.84588
"531",866,40,114,48,13,15,16,37,1,0,1,1,3,1,12,0,6.763885
"532",675,40,77,42,12,20,4,38,1,1,1,1,5,2,12,6,6.5147128
"533",375,40,89,24,14,9,3,30,1,1,1,1,3,1,13,0,5.9269261
"534",325,40,93,44,14,10,1,33,1,1,1,1,1,0,16,0,5.7838249
"535",346,40,110,37,12,16,17,38,1,0,1,1,2,0,12,5,5.8464389
"536",1442,40,132,39,17,8,1,33,1,0,1,1,3,1,8,12,7.273787
"537",560,49,112,37,16,13,2,32,1,0,1,0,3,1,8,2,6.3279371
"538",550,56,99,42,12,17,11,36,1,0,1,1,1,2,12,12,6.3099179
"539",950,44,96,26,16,8,10,32,1,1,1,1,1,2,10,0,6.856462
"540",684,45,106,45,13,16,2,38,1,0,1,1,1,1,12,14,6.5279579
"541",1322,40,128,43,16,7,1,33,1,0,1,1,0,1,18,0,7.1869011
"542",1634,40,95,48,12,18,3,38,1,0,1,1,3,3,0,3,7.3987861
"543",417,40,80,30,12,8,0,30,0,0,1,1,3,4,8,7,6.0330858
"544",472,45,71,24,11,9,0,32,1,0,1,1,13,6,6,6,6.1569791
"545",666,50,89,28,12,16,1,34,1,1,1,1,6,1,9,0,6.5012898
"546",1679,55,127,45,18,10,3,32,1,0,1,1,1,2,12,16,7.4259539
"547",1039,40,114,43,16,1,9,31,0,0,1,1,6,5,8,8,6.9460139
"548",1250,40,102,30,13,13,11,30,1,0,1,1,5,6,7,0,7.130899
"549",760,40,88,34,12,12,15,31,1,0,1,1,2,1,12,7,6.6333179
"550",1154,42,88,32,12,14,12,29,1,0,1,1,2,2,12,7,7.0509901
"551",1602,60,110,45,15,14,1,37,1,0,0,1,5,1,14,12,7.3790078
"552",1442,40,110,40,13,13,13,29,1,1,1,1,1,2,7,9,7.273787
"553",865,40,130,39,16,5,3,30,1,0,0,1,4,2,8,12,6.7627301
"554",705,50,100,44,12,15,12,36,1,0,1,1,1,2,0,0,6.558198
"555",1000,40,101,36,12,16,1,35,1,0,1,1,1,1,12,0,6.9077549
"556",852,44,89,36,10,13,9,32,1,0,1,1,6,7,9,0,6.7475872
"557",770,40,80,25,12,16,14,35,1,0,0,1,1,2,12,12,6.64639
"558",1000,40,72,20,12,16,9,34,1,0,0,1,3,4,12,12,6.9077549
"559",1329,55,115,56,18,10,5,36,1,0,0,1,1,1,12,12,7.1921821
"560",1682,40,115,48,16,10,4,37,1,0,1,1,1,2,12,17,7.4277391
"561",577,55,108,47,16,4,0,31,1,1,1,1,2,2,8,8,6.357842
"562",685,40,93,27,12,17,7,38,0,0,1,1,6,6,8,3,6.5294189
"563",577,40,111,37,16,8,8,29,0,1,1,1,1,1,18,18,6.357842
"564",1040,40,101,38,12,19,9,38,1,1,1,1,6,1,11,12,6.9469762
"565",1250,40,92,42,16,10,11,32,0,0,1,1,1,1,12,10,7.130899
"566",600,40,115,40,13,7,7,28,0,0,1,1,4,5,5,0,6.3969302
"567",480,40,76,29,12,17,3,35,0,1,1,1,8,5,11,10,6.1737862
"568",1000,40,93,26,11,11,0,29,1,0,1,1,5,3,12,12,6.9077549
"569",988,48,91,39,12,15,15,36,1,0,1,1,1,2,8,8,6.8956828
"570",478,45,90,35,10,19,10,34,1,0,1,1,2,1,9,9,6.169611
"571",440,40,84,23,12,11,2,30,1,1,1,1,5,3,9,4,6.0867748
"572",485,40,120,43,12,11,1,30,1,1,1,1,6,6,0,0,6.1841488
"573",705,40,89,32,9,19,0,36,1,1,1,1,0,1,0,0,6.558198
"574",1550,40,104,47,12,16,1,34,1,0,1,0,8,4,9,10,7.3460102
"575",960,40,107,23,12,11,9,29,1,1,1,1,11,2,6,9,6.8669329
"576",1000,40,100,42,12,16,14,32,1,0,1,1,2,3,12,12,6.9077549
"577",625,40,129,40,18,4,5,36,1,0,1,0,3,1,15,15,6.4377518
"578",1346,40,112,39,16,14,14,35,1,0,0,1,0,1,12,16,7.2048931
"579",961,40,76,17,12,13,13,31,0,1,0,1,13,5,0,8,6.8679738
"580",479,40,97,45,12,15,1,38,1,0,1,0,3,4,0,0,6.1717
"581",1201,50,98,38,11,17,16,36,1,0,1,0,4,5,11,2,7.09091
"582",1346,45,60,34,16,8,2,31,1,0,1,1,2,3,0,0,7.2048931
"583",1122,35,132,45,18,13,8,32,1,0,1,1,2,3,12,7,7.0228682
"584",543,45,90,31,14,5,7,38,1,1,1,1,1,2,6,0,6.2971091
"585",450,40,63,26,11,12,4,31,1,1,1,1,7,2,7,0,6.1092482
"586",507,55,110,36,14,10,4,32,1,0,1,1,2,2,13,16,6.2285109
"587",547,60,88,38,11,17,5,34,1,0,1,1,4,5,0,0,6.3044491
"588",586,56,98,41,11,18,16,35,1,0,1,1,2,2,0,6,6.3733201
"589",462,55,61,24,12,6,4,29,1,1,1,0,9,0,8,3,6.1355648
"590",705,40,76,32,12,13,8,37,1,1,0,1,5,0,0,0,6.558198
"591",1566,40,127,44,12,7,1,29,1,0,0,1,3,2,11,0,7.3562799
"592",1634,40,94,39,13,18,18,36,1,0,1,1,2,2,8,8,7.3987861
"593",1282,45,97,48,16,4,1,32,1,0,0,1,11,3,16,16,7.156177
"594",556,40,127,44,16,6,2,31,1,1,1,1,2,1,12,12,6.3207679
"595",1200,40,109,42,15,7,8,33,1,0,0,1,2,1,11,12,7.0900769
"596",855,45,89,21,12,6,6,31,1,0,1,0,4,3,3,3,6.751101
"597",1053,40,90,33,12,18,7,37,1,0,1,0,1,1,11,11,6.9593992
"598",1000,48,105,39,12,11,4,28,1,0,1,0,0,1,12,7,6.9077549
"599",900,55,100,27,12,18,5,34,0,0,0,1,2,2,8,0,6.8023949
"600",1602,45,111,40,16,10,10,31,1,0,1,0,1,0,16,12,7.3790078
"601",508,50,125,44,17,9,2,31,1,0,1,1,3,1,16,13,6.2304821
"602",1500,60,124,20,16,6,6,29,1,0,1,0,2,0,12,10,7.313221
"603",1682,50,107,41,14,15,9,32,1,0,1,1,0,1,12,12,7.4277391
"604",750,40,110,45,13,13,1,35,1,0,1,1,2,0,12,16,6.6200728
"605",843,40,102,32,14,8,7,29,1,0,1,0,1,1,16,16,6.7369671
"606",409,40,93,26,12,17,18,38,0,0,1,0,0,1,0,0,6.0137148
"607",1004,40,81,36,12,17,15,34,1,0,1,0,1,1,12,0,6.911747
"608",650,40,99,36,12,13,10,30,1,0,1,0,1,2,12,10,6.4769731
"609",808,40,93,26,12,17,9,37,1,1,1,0,4,1,0,0,6.694562
"610",2137,45,102,35,13,8,2,30,1,0,1,0,0,1,12,12,7.6671581
"611",761,48,95,44,12,14,21,38,1,0,1,1,1,1,12,5,6.634634
"612",769,40,98,37,16,8,3,35,0,0,1,1,0,1,11,8,6.6450911
"613",345,40,84,28,12,7,8,31,1,1,1,1,2,2,0,0,5.843544
"614",495,40,88,30,12,6,10,31,1,0,1,1,2,1,0,7,6.2045579
"615",987,38,109,41,16,9,3,31,1,0,1,1,3,4,4,0,6.89467
"616",2500,60,82,41,12,21,1,38,1,0,1,0,3,3,8,5,7.8240461
"617",1098,45,105,22,14,6,1,32,0,0,1,1,1,2,12,0,7.001245
"618",1212,40,95,36,12,6,16,38,1,0,1,0,3,1,12,8,7.1000271
"619",577,40,92,33,15,8,1,28,1,1,1,1,1,2,10,7,6.357842
"620",390,59,74,26,15,10,3,30,1,1,1,1,3,3,7,6,5.9661469
"621",1500,40,123,43,16,9,12,32,1,0,1,1,1,1,12,14,7.313221
